日期,项目ID,广告位ID,代理曝光,代理点击,媒体曝光,媒体点击
2018/2/11,1009,101142,,,4848005,71703
2018/2/11,1009,101145,,,4030404,70160
2018/2/11,1009,101148,,,1607781,10837
2018/2/11,1009,101159,,,1438030,12676
2018/2/11,1009,101155,,,7300643,150952
2018/2/12,1009,101142,,,3592027,54440
2018/2/12,1009,101145,,,1809030,7534
2018/2/12,1009,101148,,,729843,4579
2018/2/12,1009,101159,,,1440008,14123
2018/2/12,1009,101155,,,9411098,269651
2018/2/13,1009,101142,,,4474413,64597
2018/2/13,1009,101145,,,2028522,12282
2018/2/13,1009,101148,,,812934,4186
2018/2/13,1009,101159,,,1800701,17988
2018/2/13,1009,101155,,,8902583,246940
2018/2/14,1009,101142,,,4525528,106994
2018/2/14,1009,101145,,,2028810,8674
2018/2/14,1009,101148,,,809516,4623
2018/2/14,1009,101159,,,1751032,16410
2018/2/14,1009,101155,,,3915917,33666
2018/2/15,1009,101142,,,18382663,412156
2018/2/15,1009,101145,,,6691854,64104
2018/2/15,1009,101148,,,2143019,18619
2018/2/15,1009,101159,,,5875475,47326
2018/2/15,1009,101155,,,4100619,29143
2018/2/16,1009,101142,,,5750518,105561
2018/2/16,1009,101145,,,2636431,14548
2018/2/16,1009,101148,,,1584110,11170
2018/2/16,1009,101159,,,2122631,32547
2018/2/16,1009,101155,,,4285404,32339
2018/2/17,1009,101142,,,873814,2846
2018/2/17,1009,101145,,,410148,681
2018/2/17,1009,101148,,,167380,1440
2018/2/17,1009,101159,,,685971,9120
2018/2/17,1009,101155,,,3151924,33054
2018/2/18,1009,101142,,,871386,3115
2018/2/18,1009,101145,,,410853,720
2018/2/18,1009,101148,,,164446,1245
2018/2/18,1009,101159,,,395570,2384
2018/2/18,1009,101155,,,1756298,30997
2018/2/19,1009,101142,,,973345,8587
2018/2/19,1009,101145,,,407051,647
2018/2/19,1009,101148,,,167319,1411
2018/2/19,1009,101159,,,369623,2433
2018/2/19,1009,101155,,,1618158,29623
2018/2/20,1009,101142,,,988488,10812
2018/2/20,1009,101145,,,408404,1153
2018/2/20,1009,101148,,,163736,1433
2018/2/20,1009,101159,,,368794,2974
2018/2/20,1009,101155,,,2681044,78760
2018/2/21,1009,101142,,,1252479,31979
2018/2/21,1009,101145,,,405467,2527
2018/2/21,1009,101148,,,165357,1771
2018/2/21,1009,101159,,,415150,3096
2018/2/21,1009,101155,,,4168446,115316
2018/2/8,1031,100646,,,7295864,493223
2018/2/8,1031,101375,,,8755178,983768
2018/2/3,1030,101824,,,6137251,0
2018/2/4,1030,101824,,,9049320,0
2018/2/8,1030,101825,,,3456900,143087
2018/2/10,1030,101824,,,4652808,0
2018/2/11,1030,101824,,,4854321,0
2018/2/10,1033,101375,,,8957483,981812
2018/2/28,1052,102100,,,4571039,0
2018/2/28,1056,102110,,,287060,4837
2018/2/27,1047,100645,,,20111639,912185
2018/2/27,1047,101165,,,2701601,120136
2018/2/27,1047,101166,,,10005477,47821
2018/2/8,1041,101896,,,1564728,42986
2018/2/8,1041,100814,,,273013,398
2018/2/8,1041,101897,,,19605,18
2018/2/8,1041,101898,,,6313,9
2018/2/8,1041,101899,,,140802,157
2018/2/8,1041,101150,,,59956,72
2018/2/8,1041,101151,,,125688,103
2018/2/8,1041,100815,,,31005,48
2018/2/8,1041,101596,,,3592199,27698
2018/2/8,1041,101900,,,3737550,23580
2018/2/8,1041,101901,,,6012851,2854
2018/2/9,1041,101896,,,1554411,35539
2018/2/9,1041,100814,,,291136,391
2018/2/9,1041,101897,,,20666,21
2018/2/9,1041,101899,,,147473,194
2018/2/9,1041,101150,,,60177,81
2018/2/9,1041,101151,,,133776,103
2018/2/9,1041,100815,,,32719,30
2018/2/9,1041,101596,,,3819498,22614
2018/2/9,1041,101902,,,5870192,2915
2018/2/10,1041,101902,,,6025189,2759
2018/2/11,1041,101957,,,11035886,115230
2018/2/12,1041,101957,,,11544282,106325
2018/2/13,1041,101958,,,3751624,155304
2018/2/14,1041,101958,,,9260554,400803
2018/2/15,1041,101958,,,5667610,259232
2018/2/16,1041,101958,,,9951110,427365
2018/2/17,1041,101958,,,8830654,381668
2018/2/17,1041,101596,,,3655516,20381
2018/2/18,1041,101958,,,9186304,395484
2018/2/18,1041,101596,,,3681251,20767
2018/2/19,1041,101958,,,9309796,391311
2018/2/19,1041,101596,,,3723561,20126
2018/2/20,1041,101958,,,9715684,406003
2018/2/20,1041,101596,,,3870707,21762
2018/2/21,1041,101958,,,9908722,405083
2018/2/21,1041,101596,,,3895055,21104
2018/2/22,1041,101958,,,10057596,409899
2018/2/22,1041,101596,,,3914794,21544
2018/2/26,1049,101987,,,6275240,143911
2018/2/26,1049,101990,,,734496,4940
2018/2/26,1049,101988,,,6805289,56280
2018/2/26,1049,101989,,,3476245,33012
2018/2/27,1049,101987,,,3879099,87653
2018/2/27,1049,101990,,,915369,5820
2018/2/27,1049,101988,,,7940340,66524
2018/2/27,1049,101989,,,4140419,38307
2018/2/28,1049,101987,,,2645800,60237
2018/2/28,1049,101990,,,1019636,6296
2018/2/28,1049,101988,,,8391253,74165
2018/2/28,1049,101989,,,4064860,37786
2018/2/26,1048,100920,,,14544704,624715
2018/2/26,1048,102046,,,620647,8965
2018/2/26,1048,102047,,,1428306,14537
2018/2/26,1048,101463,,,1079550,112363
2018/2/26,1048,100922,,,745767,26100
2018/2/26,1048,100607,,,8149525,476912
2018/3/2,1052,102100,,,3441813,0
2018/3/2,1052,102175,,,1307299,0
2018/3/3,1052,102100,,,4010050,0
2018/3/3,1052,102175,,,4247502,0
2018/3/3,1052,102204,,,2521098,0
2018/3/4,1052,102100,,,9713423,0
2018/3/4,1052,102175,,,3438580,0
2018/3/4,1052,102204,,,2025715,0
2018/3/5,1052,102100,,,3561143,0
2018/3/7,1052,102224,,,2146875,0
2018/3/1,1056,102110,,,598224,14218
2018/3/2,1056,102110,,,410686,3492
2018/3/3,1056,102110,,,185563,2015
2018/3/3,1056,102108,,,1812869,17710
2018/3/4,1056,102110,,,239017,7291
2018/3/5,1056,102107,,,26447382,1338262
2018/3/5,1056,102110,,,548560,4725
2018/3/5,1056,102108,,,1072123,9785
2018/3/1,1049,101987,,,3615807,99233
2018/3/1,1049,101988,,,8371898,68477
2018/3/1,1049,101989,,,5620493,62276
2018/3/1,1049,102148,,,746516,8175
2018/3/2,1049,101987,,,4895873,192608
2018/3/2,1049,101988,,,8354658,70481
2018/3/2,1049,101989,,,7083535,78174
2018/3/2,1049,102148,,,746821,6148
2018/3/3,1049,101987,,,4747037,143535
2018/3/3,1049,101988,,,11220832,93115
2018/3/3,1049,101989,,,7092371,85395
2018/3/3,1049,102148,,,751892,7912
2018/3/4,1049,101987,,,7514901,219263
2018/3/4,1049,101988,,,11599936,101430
2018/3/4,1049,101989,,,7264749,73640
2018/3/4,1049,102148,,,759413,6942
2018/3/5,1049,101987,,,1658246,32551
2018/3/5,1049,101988,,,6953465,52190
2018/3/5,1049,101989,,,3341089,40606
2018/3/5,1049,102173,,,4144970,33947
2018/3/6,1049,101987,,,1665910,34093
2018/3/6,1049,101988,,,5453741,40481
2018/3/6,1049,101989,,,2882969,22794
2018/3/6,1049,102173,,,5100246,47488
2018/3/6,1049,102206,,,354437,9482
2018/3/7,1049,101987,,,1707377,34672
2018/3/7,1049,101988,,,4702856,33485
2018/3/7,1049,101989,,,3013982,29161
2018/3/7,1049,102173,,,6440570,55551
2018/3/7,1049,102206,,,240625,4253
2018/3/1,1053,101165,,,2688949,118620
2018/3/1,1053,102070,,,9573568,123282
2018/3/1,1053,100906,,,5460590,262667
2018/3/2,1053,102069,,,10991895,175226
2018/3/2,1053,101375,,,9271174,1050665
2018/3/3,1053,102069,,,7540433,157637
2018/3/3,1053,101375,,,9364844,1061576
2018/3/4,1053,102069,,,5342949,117782
2018/3/5,1053,102069,,,5342236,111291
2018/3/5,1053,100645,,,20023827,854315
2018/3/6,1053,102069,,,5350913,111966
2018/3/7,1053,102069,,,5344059,96209
2018/3/7,1053,100645,,,13202768,551014
2018/3/6,1048,101165,,,2578188,106430
2018/3/6,1048,101166,,,9550393,109814
2018/3/6,1048,100645,,,15203534,627246
2018/3/3,1060,102179,,,282361,1369
2018/3/3,1060,102178,,,287610,1791
2018/3/4,1060,102179,,,287199,1367
2018/3/4,1060,102178,,,287685,1683
2018/3/5,1060,102178,,,287761,1707
2018/3/5,1060,102179,,,286523,1196
2018/3/6,1060,102179,,,140570,655
2018/3/6,1060,102178,,,140843,826
2018/3/7,1060,102178,,,140593,681
2018/3/7,1060,102179,,,140565,546
2018/3/1,1048,101561,,,0,196167
2018/3/1,1048,102005,,,1531402,22869
2018/3/1,1048,102006,,,1272279,19538
2018/3/1,1048,102008,,,1095779,18794
2018/3/1,1048,100657,,,2685739,45021
2018/3/1,1048,102007,,,1175673,17693
2018/3/1,1048,100608,,,6852473,152327
2018/3/1,1048,100609,,,7107731,113541
2018/3/1,1048,100651,,,12925982,92517
2018/3/1,1048,100968,,,16985224,7699
2018/3/1,1048,101096,,,7056927,9813
2018/3/1,1048,100664,,,21509027,17572
2018/3/1,1048,101307,,,4818522,4866
2018/3/1,1048,101078,,,13896562,14582
2018/3/1,1048,101097,,,7155898,7128
2018/3/1,1048,101076,,,5330243,55845
2018/3/6,1048,101561,,,0,182342
2018/3/6,1048,102005,,,1563869,21959
2018/3/6,1048,102006,,,1225758,19928
2018/3/6,1048,102008,,,1123598,18692
2018/3/6,1048,100657,,,2716947,45068
2018/3/6,1048,102007,,,1126939,16989
2018/3/6,1048,100608,,,6914848,154372
2018/3/6,1048,100609,,,7152674,114212
2018/3/6,1048,100968,,,17036995,9244
2018/3/6,1048,101096,,,6730162,4220
2018/3/6,1048,100664,,,20691493,14941
2018/3/6,1048,101075,,,3143208,2744
2018/3/6,1048,101307,,,4991854,4729
2018/3/6,1048,101078,,,13745545,12413
2018/3/6,1048,101097,,,7006986,6355
2018/3/6,1048,101076,,,9676488,109489
2018/3/1,360,12146,,,7561,299
2018/3/2,360,12146,,,7081,292
2018/3/3,360,12146,,,7651,342
2018/3/4,360,12146,,,7408,361
2018/3/5,360,12146,,,5376,261
2018/3/6,360,12146,,,5472,294
2018/3/7,360,12146,,,5391,236
2018/3/1,377,12486,,,2973,47
2018/3/1,377,12487,,,5676,125
2018/3/2,377,12486,,,2748,66
2018/3/2,377,12487,,,5151,132
2018/3/3,377,12486,,,2622,56
2018/3/3,377,12487,,,5258,139
2018/3/4,377,12486,,,2964,44
2018/3/4,377,12487,,,5802,161
2018/3/5,377,12486,,,2635,45
2018/3/5,377,12487,,,4887,112
2018/3/6,377,12486,,,2710,51
2018/3/6,377,12487,,,4835,118
2018/3/7,377,12486,,,2646,48
2018/3/7,377,12487,,,4774,104
2018/3/1,1039,101856,,,315039,4250
2018/3/1,1039,101857,,,310518,5810
2018/3/1,1039,101858,,,291274,3112
2018/3/2,1039,101856,,,282387,4034
2018/3/2,1039,101857,,,279038,5605
2018/3/2,1039,101858,,,263754,2769
2018/3/3,1039,101856,,,278655,3914
2018/3/3,1039,101857,,,269566,5302
2018/3/3,1039,101858,,,256186,2784
2018/3/4,1039,101856,,,318165,4365
2018/3/4,1039,101857,,,300753,5718
2018/3/4,1039,101858,,,275485,2941
2018/3/5,1039,101856,,,283850,3296
2018/3/5,1039,101857,,,261998,4501
2018/3/5,1039,101858,,,248344,2397
2018/3/6,1039,101856,,,256663,2789
2018/3/6,1039,101857,,,249092,3969
2018/3/6,1039,101858,,,238903,2310
2018/3/7,1039,101856,,,217002,2469
2018/3/7,1039,101857,,,225234,3545
2018/3/7,1039,101858,,,224735,2013
2018/3/1,1048,100880,,,15073594,543986
2018/3/1,1048,2925,,,16550578,1045648
2018/3/6,1048,101140,,,9836265,600314
2018/3/6,1048,101080,,,39742563,534225
2018/3/6,1048,2925,,,21355130,1198043
2018/3/3,1060,102194,,,2768792,49301
2018/3/3,1060,102195,,,1234347,15264
2018/3/3,1060,102196,,,3128298,44461
2018/3/3,1060,102197,,,2252892,33861
2018/3/3,1060,102198,,,809668,9823
2018/3/3,1060,102199,,,6616179,178305
2018/3/4,1060,102194,,,2981660,53979
2018/3/4,1060,102195,,,1342028,17408
2018/3/4,1060,102196,,,3348070,50747
2018/3/4,1060,102197,,,2379581,37414
2018/3/4,1060,102198,,,831188,10024
2018/3/4,1060,102199,,,6836111,216130
2018/3/5,1060,102194,,,1540335,26317
2018/3/5,1060,102195,,,753233,9597
2018/3/5,1060,102196,,,1004740,13801
2018/3/5,1060,102197,,,1326265,20690
2018/3/5,1060,102198,,,495618,6158
2018/3/5,1060,102199,,,1645529,44855
2018/3/6,1060,102194,,,1356673,19402
2018/3/6,1060,102195,,,687843,8343
2018/3/6,1060,102197,,,1172765,16130
2018/3/6,1060,102198,,,696428,9083
2018/3/7,1060,102194,,,1462603,25817
2018/3/7,1060,102195,,,696712,8821
2018/3/7,1060,102197,,,1177478,17824
2018/3/7,1060,102198,,,367279,5018
2018/3/1,1048,100920,,,14350248,607783
2018/3/1,1048,102046,,,650237,9596
2018/3/1,1048,101267,,,1527879,18289
2018/3/1,1048,101268,,,1509105,11786
2018/3/1,1048,100636,,,4493851,53214
2018/3/6,1048,102046,,,650291,9513
2018/3/6,1048,101268,,,1545508,11914
2018/3/6,1048,100636,,,4546023,53477
2018/3/6,1048,101463,,,1218715,124693
2018/3/6,1048,100922,,,772945,26510
2018/3/12,1068,101785,,,9353829,0
2018/3/12,1067,100703,,,3140501,273040
2018/3/12,1067,100705,,,503538,57754
2018/3/12,1067,100706,,,256094,31784
2018/3/12,1067,100707,,,507929,79150
2018/3/12,1067,100708,,,140093,18227
2018/3/12,1067,100709,,,309895,6342
2018/3/12,1067,100830,,,22458674,71049
2018/3/12,1067,100711,,,756698,1131
2018/3/12,1067,100713,,,771937,1003
2018/3/12,1067,100717,,,2318951,44
2018/3/12,1067,100831,,,21286310,81056
2018/3/12,1067,100740,,,6540321,142201
2018/3/12,1067,102270,,,4409375,65630
2018/3/13,1068,101785,,,8928456,0
2018/3/13,1067,100703,,,3168709,298828
2018/3/13,1067,100705,,,502678,66163
2018/3/13,1067,100706,,,258093,30434
2018/3/13,1067,100707,,,538610,89747
2018/3/13,1067,100708,,,135959,18119
2018/3/13,1067,100709,,,404181,7272
2018/3/13,1067,100830,,,22456587,65392
2018/3/13,1067,100711,,,753582,372
2018/3/13,1067,100713,,,771374,437
2018/3/13,1067,100717,,,2318580,35
2018/3/13,1067,100831,,,21283745,61227
2018/3/13,1067,100740,,,6540309,142264
2018/3/13,1067,102270,,,4409298,65415
2018/3/14,1068,101785,,,12267383,0
2018/3/14,1067,100830,,,22456582,68537
2018/3/14,1067,100711,,,754614,763
2018/3/14,1067,100713,,,771336,764
2018/3/14,1067,100717,,,2313461,83
2018/3/14,1067,100831,,,21286520,57024
2018/3/14,1067,100740,,,6541124,144954
2018/3/14,1067,102271,,,3092857,30137
2018/3/8,1060,102194,,,417035,9582
2018/3/8,1060,102195,,,294115,4885
2018/3/8,1060,102197,,,58972,1185
2018/3/8,1060,102198,,,30723,586
2018/3/8,1060,102250,,,40336,682
2018/3/8,1060,102251,,,29788,572
2018/3/8,1060,102252,,,26577,461
2018/3/8,1060,102247,,,327557,5069
2018/3/8,1060,102248,,,180583,3656
2018/3/8,1060,102249,,,222851,3500
2018/3/9,1060,102194,,,262166,6182
2018/3/9,1060,102195,,,126952,2186
2018/3/9,1060,102247,,,183517,2842
2018/3/9,1060,102248,,,87899,1841
2018/3/9,1060,102249,,,143049,2402
2018/3/10,1060,102194,,,284758,7678
2018/3/10,1060,102249,,,404582,8117
2018/3/11,1060,102194,,,209405,5661
2018/3/11,1060,102249,,,443833,9820
2018/3/12,1060,102194,,,186751,5055
2018/3/12,1060,102249,,,398647,8838
2018/3/13,1060,102194,,,99145,2560
2018/3/13,1060,102249,,,223340,4830
2018/3/14,1048,101080,,,34846351,429584
2018/3/12,1068,101786,,,1992605,0
2018/3/13,1068,101786,,,1939808,0
2018/3/14,1068,101786,,,2533979,0
2018/3/12,1067,100920,,,13953679,591636
2018/3/12,1067,101267,,,1515054,18621
2018/3/12,1067,101269,,,2643523,32208
2018/3/12,1067,102273,,,3517160,44418
2018/3/12,1067,100694,,,1416083,14070
2018/3/12,1067,100952,,,3492051,35430
2018/3/12,1067,101378,,,4471233,54330
2018/3/12,1067,101463,,,1272645,128101
2018/3/12,1067,100922,,,799343,22779
2018/3/13,1067,100920,,,12880162,556423
2018/3/13,1067,100632,,,1527102,18204
2018/3/13,1067,101269,,,2568847,31564
2018/3/13,1067,101463,,,1580129,126281
2018/3/13,1067,100922,,,741910,24007
2018/3/14,1067,101267,,,1565892,18175
2018/3/14,1067,101269,,,2547468,31540
2018/3/14,1067,101378,,,4132646,53204
2018/3/8,1039,101856,,,157775,1825
2018/3/8,1039,101857,,,171259,2656
2018/3/8,1039,101858,,,178352,1530
2018/3/9,1039,101856,,,140550,1576
2018/3/9,1039,101857,,,151112,2442
2018/3/9,1039,101858,,,159202,1481
2018/3/10,1039,101856,,,141790,1650
2018/3/10,1039,101857,,,140049,2417
2018/3/10,1039,101858,,,145277,1370
2018/3/11,1039,101856,,,132565,1544
2018/3/11,1039,101857,,,137549,2274
2018/3/11,1039,101858,,,136119,1371
2018/3/12,1039,101856,,,109388,1492
2018/3/12,1039,101857,,,112699,1855
2018/3/12,1039,101858,,,112884,1020
2018/3/13,1039,101857,,,93413,1625
2018/3/13,1039,101858,,,102066,1001
2018/3/14,1039,101857,,,81116,1784
2018/3/14,1039,101858,,,87496,983
2018/3/8,377,12486,,,2242,39
2018/3/8,377,12487,,,4204,97
2018/3/9,377,12486,,,2076,44
2018/3/9,377,12487,,,4064,111
2018/3/10,377,12487,,,4133,126
2018/3/11,377,12487,,,4382,115
2018/3/12,377,12487,,,3723,82
2018/3/13,377,12487,,,3442,102
2018/3/14,377,12487,,,3712,104
2018/3/8,360,12146,,,4902,241
2018/3/9,360,12146,,,5136,200
2018/3/10,360,12146,,,6202,286
2018/3/11,360,12146,,,6467,259
2018/3/12,360,12146,,,4510,225
2018/3/13,360,12146,,,4277,194
2018/3/14,360,12146,,,4409,196
2018/3/14,1048,101562,,,0,198424
2018/3/14,1048,101307,,,14181460,13363
2018/3/14,1048,101078,,,27163989,22516
2018/3/14,1048,101097,,,13996652,11138
2018/3/14,1048,101076,,,10161437,112681
2018/3/14,1048,100894,,,4585740,2039
2018/3/14,1048,102168,,,6522412,21033
2018/3/8,1060,102178,,,140583,591
2018/3/8,1060,102179,,,140536,532
2018/3/9,1060,102178,,,88373,396
2018/3/9,1060,102179,,,88349,349
2018/3/12,1067,100608,,,12602626,281295
2018/3/12,1067,101076,,,15156452,132349
2018/3/12,1067,100664,,,20657174,10257
2018/3/12,1067,101420,,,50737889,13534
2018/3/12,1067,102265,,,14026270,18475
2018/3/12,1067,102266,,,31897799,29882
2018/3/12,1067,102267,,,41588432,41305
2018/3/12,1067,101423,,,5494203,4071
2018/3/12,1067,101075,,,5786768,3373
2018/3/12,1067,100651,,,12796620,65523
2018/3/12,1067,100968,,,16589852,7262
2018/3/12,1067,101096,,,6788133,8709
2018/3/12,1067,100609,,,13843536,207335
2018/3/12,1067,101429,,,7125654,160123
2018/3/12,1067,101430,,,1159423,25872
2018/3/13,1067,101561,,,0,207843
2018/3/13,1067,101562,,,0,206838
2018/3/13,1067,100651,,,13096753,83506
2018/3/13,1067,100968,,,16693002,7870
2018/3/13,1067,101096,,,6812300,15559
2018/3/13,1067,100664,,,41132307,25109
2018/3/13,1067,102266,,,32696747,42049
2018/3/13,1067,102267,,,41934090,68710
2018/3/13,1067,101076,,,15494106,179124
2018/3/13,1067,101420,,,25676693,12243
2018/3/13,1067,101423,,,5640814,5096
2018/3/13,1067,101075,,,8492459,7012
2018/3/13,1067,102268,,,8518997,67593
2018/3/13,1067,100608,,,12718336,281137
2018/3/13,1067,100609,,,12955646,204147
2018/3/13,1067,101429,,,7368513,172848
2018/3/13,1067,101430,,,1254235,26296
2018/3/14,1067,100651,,,13156891,91230
2018/3/14,1067,100968,,,16478820,5078
2018/3/14,1067,101096,,,6610605,4784
2018/3/14,1067,100608,,,12722818,279553
2018/3/14,1067,100609,,,13201386,202119
2018/3/14,1067,101561,,,0,185101
2018/3/14,1067,102265,,,9862431,8154
2018/3/14,1067,100664,,,41510817,33887
2018/3/14,1067,102266,,,32121008,40602
2018/3/14,1067,101076,,,15686962,202576
2018/3/14,1067,101420,,,51113244,17264
2018/3/14,1067,101423,,,5707181,5669
2018/3/14,1067,101075,,,5841806,5831
2018/3/14,1067,101429,,,7568423,176115
2018/3/14,1067,101430,,,1187332,26537
2018/3/12,1068,101775,,,5152292,0
2018/3/12,1068,101779,,,2330534,0
2018/3/13,1068,101775,,,5307210,0
2018/3/13,1068,101779,,,2512538,0
2018/3/14,1068,101775,,,6540364,0
2018/3/14,1068,101779,,,3071271,0
2018/3/14,1048,102040,,,5367480,31597
2018/3/14,1048,102042,,,5588929,27621
2018/3/14,1048,102043,,,2663062,15674
2018/3/14,1048,101969,,,4842971,55628
2018/3/14,1048,100854,,,8613758,113433
2018/3/14,1048,100847,,,1578907,37023
2018/3/14,1048,100849,,,1316109,44328
2018/3/14,1048,100942,,,1341121,49354
2018/3/12,1067,100675,,,3124648,2617.516
2018/3/12,1067,100676,,,0,400
2018/3/12,1067,100852,,,5091740,93037
2018/3/12,1067,102275,,,5009281,8421
2018/3/12,1067,102276,,,3962919,27184
2018/3/12,1067,102277,,,1631801,14757
2018/3/12,1067,102278,,,2353017,15152
2018/3/12,1067,100835,,,3962919,16889
2018/3/12,1067,101997,,,3962919,16685
2018/3/12,1067,102280,,,2353017,11214
2018/3/12,1067,102281,,,2353017,4237
2018/3/12,1067,102282,,,2901902,11947
2018/3/12,1067,102283,,,2901902,12479
2018/3/12,1067,102284,,,2901902,6411
2018/3/12,1067,102285,,,2166733,9151
2018/3/12,1067,102286,,,2166733,8659
2018/3/12,1067,102287,,,2166733,6308
2018/3/12,1067,102032,,,1725518,8775
2018/3/12,1067,102288,,,1725518,8058
2018/3/12,1067,102289,,,1209841,5093
2018/3/12,1067,102290,,,1209841,4180
2018/3/12,1067,102291,,,636736,4918
2018/3/12,1067,102292,,,636736,3153
2018/3/12,1067,101091,,,706167,3014
2018/3/12,1067,102293,,,928562,4294
2018/3/12,1067,102294,,,928562,4230
2018/3/12,1067,101751,,,7201331,128364
2018/3/13,1067,100674,,,15254328,500819
2018/3/13,1067,100675,,,1243340,1694
2018/3/13,1067,100676,,,0,361
2018/3/13,1067,100677,,,2138044,8703
2018/3/13,1067,100678,,,2069135,21868
2018/3/13,1067,100852,,,6256792,73169
2018/3/13,1067,102275,,,5731245,9310
2018/3/13,1067,100835,,,3977231,16856
2018/3/13,1067,102281,,,2331851,3857
2018/3/13,1067,102282,,,2903028,11400
2018/3/13,1067,102284,,,2903028,6441
2018/3/13,1067,102285,,,2147086,9649
2018/3/13,1067,102288,,,1754376,7558
2018/3/13,1067,102289,,,1202602,5386
2018/3/13,1067,102291,,,593756,4327
2018/3/13,1067,102035,,,672960,3842
2018/3/13,1067,101750,,,12202455,395638
2018/3/13,1067,101303,,,5201306,60999
2018/3/14,1067,100674,,,18830468,747333
2018/3/14,1067,100675,,,1270638,1674
2018/3/14,1067,100676,,,0,437
2018/3/14,1067,100677,,,2147188,9252
2018/3/14,1067,100678,,,2099797,22116
2018/3/14,1067,100852,,,5739021,91125
2018/3/14,1067,102275,,,5251260,9057
2018/3/14,1067,102276,,,3923041,26042
2018/3/14,1067,102277,,,1663507,14870
2018/3/14,1067,102278,,,2353559,16317
2018/3/14,1067,102279,,,1764595,10820
2018/3/14,1067,101997,,,3923041,16697
2018/3/14,1067,102280,,,2353559,10479
2018/3/14,1067,102283,,,2925699,11307
2018/3/14,1067,102286,,,2107186,9223
2018/3/14,1067,102287,,,2107186,6950
2018/3/14,1067,102032,,,1764595,8834
2018/3/14,1067,102290,,,1225893,4671
2018/3/14,1067,102292,,,592883,3566
2018/3/14,1067,101091,,,673038,3604
2018/3/14,1067,102293,,,861250,4646
2018/3/14,1067,101751,,,7210132,122817
2018/3/8,1052,102224,,,585584,0
2018/3/8,1052,102175,,,1768117,0
2018/3/8,1052,102204,,,3954673,0
2018/3/6,1056,102110,,,420172,2163
2018/3/7,1056,102110,,,415613,1875
2018/3/8,1056,102107,,,22187681,1026521
2018/3/8,1056,102110,,,330268,2223
2018/3/8,1056,102108,,,1082573,10934
2018/3/8,1049,101987,,,1733809,39006
2018/3/8,1049,101988,,,3571014,25442
2018/3/8,1049,101989,,,2958270,28347
2018/3/8,1049,102173,,,6233561,49159
2018/3/8,1053,102068,,,1460142,12209
2018/3/8,1053,100814,,,131203,85
2018/3/8,1053,100815,,,33855,22
2018/3/8,1053,101165,,,2487340,108616
2018/3/8,1053,102070,,,10241030,141527
2018/3/9,1053,102069,,,4454373,75738
2018/3/9,1053,100906,,,5296867,252878
2018/3/14,1048,101165,,,2518186,106487
2018/3/14,1048,101166,,,1756992,59130
2018/3/14,1048,100646,,,8545046,521041
2018/3/12,1067,102306,,,12087450,203670
2018/3/12,1067,102068,,,1377912,12206
2018/3/12,1067,100814,,,118547,121
2018/3/12,1067,100815,,,32653,133
2018/3/12,1067,100906,,,5299024,285886
2018/3/12,1067,100645,,,21950503,769013
2018/3/12,1067,101375,,,8082310,848223
2018/3/12,1067,101165,,,2456904,107573
2018/3/12,1067,101166,,,8545378,70309
2018/3/13,1067,102306,,,4872390,86363
2018/3/13,1067,100906,,,5350122,276878
2018/3/13,1067,101165,,,2475977,109128
2018/3/13,1067,101166,,,9591901,198779
2018/3/14,1067,102306,,,4866322,82551
2018/3/14,1067,101165,,,2503648,111601
2018/3/14,1067,101166,,,13021906,187116
2018/3/15,1067,102306,,,6487684,106989
2018/3/15,1067,102068,,,1476898,13194
2018/3/15,1067,100814,,,126657,77
2018/3/15,1067,100815,,,33638,72
2018/3/15,1067,100645,,,17647028,585588
2018/3/15,1067,101165,,,2553049,127562
2018/3/15,1067,101166,,,15371089,151527
2018/3/15,1069,102339,,,148072953,6317710
2018/3/15,1064,102322,,,2246333,186148
2018/3/15,1064,102323,,,2324878,25687
2018/3/15,1068,101775,,,6479836,0
2018/3/15,1068,101779,,,3003576,0
2018/3/16,1068,101775,,,977610,0
2018/3/16,1068,101779,,,525251,0
2018/3/17,1068,101775,,,1137183,0
2018/3/17,1068,101779,,,535480,0
2018/3/18,1068,101775,,,1155731,0
2018/3/18,1068,101779,,,529814,0
2018/3/19,1068,101775,,,1164877,0
2018/3/19,1068,101779,,,529503,0
2018/3/20,1068,101775,,,1172669,0
2018/3/20,1068,101779,,,532842,0
2018/3/15,1069,102370,,,45716932,2221215
2018/3/15,1069,102373,,,12645073,484948
2018/3/15,1069,102371,,,7360285,279234
2018/3/15,1069,101605,,,14241137,16604
2018/3/15,1069,102343,,,3122043,1975
2018/3/15,1069,102344,,,7243925,9127
2018/3/15,1069,101601,,,6856921,13059
2018/3/15,1069,101775,,,6479836,0
2018/3/15,1069,101779,,,3003576,0
2018/3/15,1067,101562,,,0,193649
2018/3/15,1067,100651,,,13069871,84387
2018/3/15,1067,100968,,,16522014,6533
2018/3/15,1067,101096,,,13025496,17619
2018/3/15,1067,100608,,,12743698,295705
2018/3/15,1067,100609,,,15691528,242232
2018/3/15,1067,102265,,,9687143,15939
2018/3/15,1067,100664,,,41774229,38922
2018/3/15,1067,102266,,,33622620,55316
2018/3/15,1067,102267,,,28031152,32097
2018/3/15,1067,101076,,,10234585,199147
2018/3/15,1067,101419,,,37200231,151279
2018/3/15,1067,101423,,,5800231,7449
2018/3/15,1067,101075,,,3003215,3851
2018/3/15,1067,102269,,,7210035,22873
